"HURSTPIERPOINT (BRUNDALL)",,,,,,,,,,,,
Grid ref,TQ280166,Long,-0.179768,Lat,50.934652,,,,,,,
Station no,494/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.08,2.70,1.26,1.42,4.41,5.16,2.73,4.27,3.14,3.31,,
February,7.11,0.87,1.43,2.70,2.32,0.34,5.15,2.41,0.02,3.22,,
March,3.91,2.76,0.17,3.93,1.15,0.43,1.45,1.89,1.86,2.00,,
April,2.50,2.40,2.97,0.41,0.27,1.47,0.15,0.80,2.80,0.85,,
May,2.89,2.22,1.73,1.60,4.20,0.42,0.73,2.96,0.68,1.59,,
June,2.15,1.62,1.60,4.40,1.99,2.40,1.82,4.16,1.05,2.39,,
July,2.75,1.19,3.85,4.11,1.66,2.68,4.14,1.82,1.77,4.32,,
August,5.94,2.23,2.16,2.97,1.10,5.31,2.62,5.13,1.24,5.25,,
September,3.40,3.12,4.01,3.63,2.73,3.97,3.57,4.14,0.11,4.13,,
October,1.37,3.55,3.99,2.67,3.32,1.11,1.62,3.85,2.91,7.86,,
November,6.52,4.26,1.56,7.18,1.62,0.77,3.23,2.22,4.03,7.29,,
December,3.75,3.12,0.96,3.18,3.32,5.83,2.61,5.06,8.76,4.04,,
Total,46.37,30.04,25.69,38.20,28.09,29.89,29.82,38.71,28.37,46.25,,
Calc annual,46.37,30.04,25.69,38.20,28.09,29.89,29.82,38.71,28.37,46.25,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,,
