"WATLINGTON (BRITWELL SALOME)",,,,,,,,,,,,
Grid ref,SU673935,Long,-1.028949,Lat,51.636290,,,,,,,
Station no,1080/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,1.16,1.04,1.24,2.24,3.48,1.83,2.82,3.36,2.40,,
February,5.66,0.59,1.85,2.23,1.35,0.26,2.84,0.54,0.20,2.40,,
March,3.85,2.05,0.55,2.42,1.15,0.73,1.30,1.29,3.14,1.34,,
April,2.54,1.73,2.41,0.31,0.59,1.36,0.21,0.94,2.15,0.72,,
May,3.45,2.66,1.93,3.01,3.91,0.32,1.44,2.09,0.50,1.77,,
June,2.15,1.36,2.32,4.22,2.26,2.33,3.08,4.23,1.57,1.83,,
July,1.10,0.47,3.03,3.02,0.22,2.24,3.68,3.63,2.79,3.69,,
August,4.19,3.56,2.08,3.54,0.28,3.71,3.31,3.26,1.62,2.47,,
September,3.71,2.17,2.47,1.85,1.26,2.22,3.17,3.27,0.13,3.82,,
October,0.94,2.78,2.63,2.09,2.36,1.96,2.32,3.40,1.89,6.25,,
November,6.03,3.57,2.13,5.33,1.73,0.74,2.11,3.23,2.35,3.84,,
December,1.62,2.45,0.69,4.72,2.64,3.65,2.97,3.21,4.40,3.81,,
Total,37.58,24.55,23.13,33.98,19.99,23.00,28.26,31.91,24.10,34.34,,
Calc annual,37.58,24.55,23.13,33.98,19.99,23.00,28.26,31.91,24.10,34.34,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
