"BUXTON (GOYTSCLOUGH)",,,,,,,,,,,,
Grid ref,SK011733,Long,-1.984971,Lat,53.256705,,,,,,,
Station no,2643/2/1/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.59,7.39,3.33,5.10,3.90,9.10,3.81,5.73,5.09,8.32,,
February,6.11,3.24,3.15,4.41,3.12,1.72,3.92,8.73,1.17,3.93,,
March,8.88,4.22,3.22,3.90,4.19,2.45,5.09,2.86,2.59,2.20,,
April,4.40,5.24,4.59,1.15,3.57,2.69,0.51,2.23,4.03,2.98,,
May,2.63,2.46,2.61,4.31,5.50,1.62,3.01,6.20,0.79,2.12,,
June,2.73,4.10,4.76,4.43,4.00,4.11,2.47,7.62,1.76,2.88,,
July,3.93,5.57,6.82,7.73,2.05,8.41,7.20,6.30,4.67,8.92,,
August,7.31,2.92,5.76,7.90,1.01,12.99,7.77,5.32,0.60,5.50,,
September,3.64,5.48,3.93,6.49,3.81,4.91,11.85,6.52,0.27,4.72,,
October,1.57,5.63,2.86,9.33,4.10,3.71,5.28,5.55,4.67,6.66,,
November,13.34,3.96,3.48,8.57,3.08,2.43,2.50,2.01,6.18,7.04,,
December,7.40,5.45,2.69,8.98,6.19,7.42,6.55,5.27,9.26,5.74,,
Total,68.53,55.66,47.20,72.30,44.52,61.56,59.96,64.34,41.08,61.01,,
Calc annual,68.53,55.66,47.20,72.30,44.52,61.56,59.96,64.34,41.08,61.01,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
