"DALRY (CAAF RESERVOIR)",,,,,,,,,,,,
Grid ref,NS253498,Long,-4.782227,Lat,55.710065,,,,,,,
Station no,5246,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.67,7.66,3.90,6.67,4.02,5.00,6.38,6.42,2.20,4.13,,
February,3.27,2.80,3.13,6.42,3.33,2.00,3.32,4.88,2.59,4.57,,
March,4.44,4.38,1.66,4.12,2.11,3.65,6.98,1.56,3.58,2.37,,
April,2.95,2.67,2.95,2.80,5.52,1.75,3.21,2.33,3.79,5.53,,
May,2.73,2.17,2.95,3.46,5.11,3.22,3.05,3.90,2.14,3.16,,
June,2.79,4.00,1.70,5.35,4.77,3.81,2.96,3.25,4.26,3.94,,
July,4.21,4.84,5.98,5.16,1.64,8.11,6.51,5.84,7.03,5.98,,
August,5.69,5.91,4.62,8.42,1.68,7.11,5.19,5.99,1.29,5.66,,
September,4.85,5.16,7.37,7.84,6.42,6.41,4.22,5.19,2.18,4.41,,
October,1.93,6.71,4.63,12.36,3.68,4.02,7.12,5.17,7.64,3.20,,
November,7.32,3.91,9.31,8.34,3.43,2.86,2.77,3.18,5.80,7.32,,
December,9.46,7.13,6.07,8.23,9.21,6.96,5.85,7.18,9.05,6.89,,
Total,55.31,57.34,54.27,79.17,50.92,54.90,57.56,54.89,51.55,57.16,,
Calc annual,55.31,57.34,54.27,79.17,50.92,54.90,57.56,54.89,51.55,57.16,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
