"ALCESTER (COOKHILL)",,,,,,,,,,,,
Grid ref,SP053589,Long,-1.923823,Lat,52.228277,,,,,,,
Station no,2433,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.00,1.85,0.87,1.23,2.87,3.73,1.34,2.54,3.98,5.10,,
February,2.87,0.62,1.47,2.43,1.65,0.50,2.47,3.74,0.25,2.37,,
March,4.21,2.54,1.24,2.05,2.46,0.84,2.20,1.45,2.55,1.31,,
April,2.69,2.58,2.60,0.59,1.33,1.00,0.08,0.60,2.91,1.29,,
May,3.73,2.68,1.98,2.41,4.98,0.76,1.14,2.57,1.25,1.31,,
June,1.05,1.37,1.53,3.41,2.85,2.62,1.30,3.64,0.67,2.63,,
July,0.71,0.45,4.25,3.72,0.68,2.63,3.01,4.16,0.93,3.32,,
August,4.60,5.40,3.38,4.26,0.38,5.13,4.93,3.15,1.10,4.37,,
September,1.99,1.71,2.50,1.68,1.21,2.65,3.93,4.42,0.12,4.71,,
October,1.17,5.16,2.03,3.11,1.28,1.50,1.24,2.40,2.53,5.59,,
November,7.62,2.18,1.27,5.34,2.31,0.70,1.98,2.27,3.42,3.54,,
December,1.91,2.63,1.18,2.01,2.41,2.99,1.91,2.81,5.07,2.99,,
Total,35.55,29.17,24.30,32.24,24.41,25.05,25.53,33.75,24.78,38.53,,
Calc annual,35.55,29.17,24.30,32.24,24.41,25.05,25.53,33.75,24.78,38.53,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
