"EAST HARPTREE (HARPTREE COURT)",,,,,,,,,,,,
Grid ref,ST574559,Long,-2.612427,Lat,51.300620,,,,,,,
Station no,1969/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.08,4.28,0.70,2.14,3.84,5.84,,,,,,
February,6.42,0.77,2.74,4.61,2.83,0.27,,,,,,
March,4.06,4.41,1.13,4.34,1.39,,,,,,,
April,4.60,2.38,3.64,0.55,1.59,,,,,,,
May,3.84,3.92,2.45,3.50,4.50,,,,,,,
June,0.74,4.15,2.57,4.99,3.60,,,,,,,
July,2.53,0.88,5.60,4.03,0.19,,,,,,,
August,6.31,6.82,3.77,3.35,0.79,,,,,,,
September,3.00,4.20,4.77,5.80,2.69,,,,,,,
October,0.81,5.32,2.88,5.00,1.85,,,,,,,
November,9.64,4.65,2.76,8.25,5.55,,,,,,,
December,3.22,3.10,1.07,3.50,5.15,,,,,,,
Total,49.25,44.88,34.08,50.06,33.97,,,,,,,
Calc annual,49.25,44.88,34.08,50.06,33.97,6.11,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
