"LUBREOCH DAM",,,,,,,,,,,,
Grid ref,NN455418,Long,-4.514410,Lat,56.542718,,,,,,,
Station no,5557/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,5.39,5.98,13.14,8.42,,,,
February,,,,,4.77,3.71,6.83,5.43,,,,
March,,,,,1.69,4.71,7.81,2.08,,,,
April,,,,,3.80,2.60,3.11,3.84,,,,
May,,,,,4.77,5.74,2.88,6.12,,,,
June,,,,,3.21,5.65,3.11,3.39,,,,
July,,,,,1.20,6.80,5.06,4.26,,,,
August,,,,,1.63,6.71,6.26,7.45,,,,
September,,,,,7.09,7.46,4.62,7.22,,,,
October,,,,,6.67,6.06,7.98,,,,,
November,,,,,3.35,5.97,3.47,,,,,
December,,,,,14.60,16.23,12.75,,,,,
Total,,,,,58.17,77.62,77.02,,,,,
Calc annual,0.00,0.00,0.00,0.00,58.17,77.62,77.02,48.21,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,NaN,,
