"SUTTON SCOTNEY (WONSTON MANOR)",,,,,,,,,,,,
Grid ref,SU471381,Long,-1.328133,Lat,51.140238,,,,,,,
Station no,660/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.28,2.30,0.84,1.63,2.69,4.23,1.98,3.84,3.89,4.39,,
February,6.20,0.59,1.41,2.59,1.29,0.19,3.30,2.33,0.16,2.83,,
March,3.55,3.22,0.61,2.80,1.16,0.99,1.56,1.80,4.14,1.33,,
April,2.67,1.74,2.45,0.37,0.41,1.09,0.14,0.71,3.63,1.24,,
May,3.19,3.61,2.25,1.72,4.16,0.43,1.49,2.08,0.75,1.14,,
June,0.77,1.51,1.93,2.97,3.01,1.54,1.50,3.24,1.19,2.57,,
July,2.68,0.37,3.00,2.86,0.15,3.09,4.48,1.86,2.82,3.94,,
August,4.70,2.98,1.53,3.02,0.57,3.59,3.52,3.70,2.47,2.74,,
September,4.04,2.63,2.08,2.17,1.31,2.86,2.65,4.54,0.08,4.12,,
October,0.80,3.94,3.98,2.41,3.61,2.98,2.44,3.58,2.96,9.84,,
November,8.01,3.71,1.89,6.17,2.62,0.74,2.91,2.39,3.66,5.09,,
December,2.64,2.54,0.76,2.67,3.62,4.64,3.25,3.76,7.08,3.97,,
Total,42.53,29.14,22.73,31.38,24.60,26.37,29.22,33.83,32.83,43.20,,
Calc annual,42.53,29.14,22.73,31.38,24.60,26.37,29.22,33.83,32.83,43.20,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
