"LYNDHURST (DEERLEAP NURSERY)",,,,,,,,,,,,
Grid ref,SU357093,Long,-1.493901,Lat,50.882095,,,,,,,
Station no,645/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.72,2.94,,,,,,,,,,
February,6.33,0.67,,,,,,,,,,
March,4.23,2.72,,,,,,,,,,
April,3.39,2.23,,,,,,,,,,
May,2.77,2.25,,,,,,,,,,
June,0.95,1.02,,,,,,,,,,
July,2.94,0.61,,,,,,,,,,
August,5.36,3.75,,,,,,,,,,
September,3.54,2.30,,,,,,,,,,
October,1.45,5.85,,,,,,,,,,
November,9.94,2.66,,,,,,,,,,
December,3.57,3.86,,,,,,,,,,
Total,48.19,30.86,,,,,,,,,,
Calc annual,48.19,30.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
