"APPLETON RESERVOIR",,,,,,,,,,,,
Grid ref,SJ602845,Long,-2.599430,Lat,53.355873,,,,,,,
Station no,2734/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.42,3.07,1.16,2.55,2.28,4.10,1.90,3.09,2.78,4.39,,
February,1.98,0.75,1.24,3.32,2.17,0.59,2.01,5.21,0.28,1.63,,
March,4.54,1.94,1.73,2.14,2.18,1.07,2.55,1.47,1.41,1.83,,
April,1.94,2.54,2.79,0.59,1.72,3.81,0.66,0.79,3.14,1.69,,
May,2.91,2.33,1.86,2.70,2.40,1.09,1.41,2.86,2.62,2.48,,
June,0.86,2.04,1.46,4.07,3.61,1.85,1.51,4.69,2.36,2.14,,
July,2.73,1.56,4.90,3.53,0.57,5.96,3.64,4.32,3.39,3.81,,
August,3.96,1.49,3.18,3.93,1.02,9.18,4.03,2.03,0.67,3.81,,
September,2.71,2.88,2.87,3.34,2.64,2.79,6.12,3.15,0.21,3.40,,
October,0.92,4.07,1.56,5.71,2.19,2.18,3.07,2.61,2.63,4.00,,
November,7.87,2.66,2.67,5.16,1.50,1.18,1.68,1.56,3.94,4.90,,
December,4.82,3.09,1.03,4.53,3.73,2.93,2.54,4.04,5.33,3.22,,
Total,37.66,28.42,26.45,41.57,26.01,36.73,31.12,35.82,28.76,37.30,,
Calc annual,37.66,28.42,26.45,41.57,26.01,36.73,31.12,35.82,28.76,37.30,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
