"GAINSBOROUGH (LINCS)",,,,,,,,,,,,
Grid ref,SK818910,Long,-0.770913,Lat,53.409483,,,,,,,
Station no,2584/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,1.23,,
April,,,,,,,,,,0.69,,
May,,,,,,,,,,0.69,,
June,,,,,,,,,,0.69,,
July,,,,,,,,,,3.38,,
August,,,,,,,,,,3.32,,
September,,,,,,,,,,2.36,,
October,,,,,,,,,,5.11,,
November,,,,,,,,,,3.05,,
December,,,,,,,,,,2.30,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.82,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
