"HAYFIELD (TUNSTEAD CLOUGH)",,,,,,,,,,,,
Grid ref,SK064867,Long,-1.905261,Lat,53.377117,,,,,,,
Station no,2643/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.15,5.40,2.85,4.27,3.28,6.88,2.59,4.25,4.50,8.05,,
February,4.59,2.82,4.05,3.43,2.75,2.25,3.20,7.50,0.45,4.80,,
March,6.45,2.80,2.75,3.45,4.04,2.03,2.85,2.45,2.20,1.70,,
April,3.06,3.20,3.05,1.20,1.95,1.80,0.50,1.20,3.08,2.33,,
May,2.50,3.00,2.25,3.50,4.54,1.55,1.25,3.90,0.70,2.25,,
June,1.50,3.05,2.65,3.00,3.40,3.05,1.55,5.45,1.80,1.22,,
July,3.21,4.50,5.30,6.75,0.80,5.50,6.45,5.72,4.00,7.53,,
August,6.00,2.45,4.60,6.15,0.50,9.20,6.75,4.05,0.45,7.08,,
September,2.53,4.90,2.75,4.60,1.78,4.30,8.35,5.45,0.07,4.75,,
October,1.36,5.25,2.80,8.50,2.38,2.54,3.96,4.65,3.70,6.15,,
November,9.36,3.55,3.10,7.36,2.30,1.78,2.70,2.10,6.00,6.75,,
December,5.81,4.05,2.15,7.50,5.14,-999.00,5.45,4.10,7.15,4.60,,
Total,51.52,44.97,38.30,59.71,32.86,47.83,45.60,50.82,34.10,57.21,,
Calc annual,51.52,44.97,38.30,59.71,32.86,40.88,45.60,50.82,34.10,57.21,,
Difference,0.00,0.00,0.00,0.00,0.00,6.95,-0.00,0.00,0.00,0.00,,
