"SANDHURST (FIELD GREEN)",,,,,,,,,,,,
Grid ref,TQ786295,Long,0.546018,Lat,51.037103,,,,,,,
Station no,253/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.51,2.95,1.25,1.81,4.27,4.54,2.81,2.89,2.54,2.59,,
February,5.91,1.33,1.57,2.19,1.91,0.94,4.43,2.54,0.09,2.09,,
March,4.30,3.14,0.21,3.29,1.79,0.68,1.31,1.19,1.52,2.18,,
April,2.49,1.62,1.95,0.15,0.32,1.16,0.24,1.21,2.52,0.75,,
May,1.81,1.43,1.41,2.36,4.28,0.42,1.09,1.78,0.91,1.92,,
June,1.13,0.85,2.42,3.09,2.23,2.44,0.77,3.72,1.12,1.61,,
July,1.58,0.93,3.28,3.54,0.88,2.23,4.60,1.34,2.03,2.55,,
August,3.77,4.28,2.28,3.52,2.51,2.99,2.43,4.07,0.84,4.36,,
September,3.41,4.27,4.41,3.13,2.21,2.56,3.79,3.26,0.09,3.02,,
October,2.13,4.12,3.49,2.55,6.11,1.21,1.17,3.72,2.70,9.18,,
November,5.65,4.36,1.51,6.16,0.92,0.83,2.41,1.44,4.53,5.61,,
December,3.39,3.80,0.85,1.75,2.91,4.06,2.16,3.80,6.41,2.78,,
Total,38.08,33.08,24.63,33.54,30.34,24.06,27.21,30.96,25.30,38.64,,
Calc annual,38.08,33.08,24.63,33.54,30.34,24.06,27.21,30.96,25.30,38.64,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
