"TEMPLE COMBE RECTORY",,,,,,,,,,,,
Grid ref,ST708228,Long,-2.417532,Lat,51.003840,,,,,,,
Station no,2119,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.26,,,,,,,,,,,
February,5.46,,,,,,,,,,,
March,3.60,,,,,,,,,,,
April,3.66,,,,,,,,,,,
May,2.89,,,,,,,,,,,
June,0.75,,,,,,,,,,,
July,1.68,,,,,,,,,,,
August,5.25,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,27.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
