"AUCHENCAIRN (TORR HOUSE) OVERLAP",,,,,,,,,,,,
Grid ref,NX800527,Long,-3.870755,Lat,54.854661,,,,,,,
Station no,5021/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.54,,
February,,,,,,,,,,5.28,,
March,,,,,,,,,,2.29,,
April,,,,,,,,,,5.14,,
May,,,,,,,,,,2.20,,
June,,,,,,,,,,2.75,,
July,,,,,,,,,,5.98,,
August,,,,,,,,,,4.87,,
September,,,,,,,,,,4.84,,
October,,,,,,,,,,4.57,,
November,,,,,,,,,,8.45,,
December,,,,,,,,,,4.82,,
Total,,,,,,,,,,56.73,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.73,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
