"EAGLESHAM ( DUNWAN RES. ) NO 2",,,,,,,,,,,,
Grid ref,NS554497,Long,-4.303559,Lat,55.719083,,,,,,,
Station no,5276/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.70,5.50,3.70,4.90,3.39,2.98,7.22,6.51,1.95,5.59,,
February,4.57,2.65,2.60,4.50,3.42,1.70,3.46,4.79,3.51,6.44,,
March,4.24,3.96,1.50,4.24,2.60,3.28,5.77,2.15,3.32,2.01,,
April,4.16,3.11,2.41,2.18,3.40,1.43,3.39,2.30,4.17,4.86,,
May,1.94,1.96,2.79,3.67,4.87,3.77,2.56,4.16,1.90,2.35,,
June,2.52,4.24,1.64,5.03,2.44,4.35,3.63,3.63,4.66,3.06,,
July,4.93,3.10,6.12,5.46,2.25,5.37,4.75,5.29,6.63,4.45,,
August,6.32,5.67,3.90,5.77,1.84,5.30,6.04,4.64,1.62,3.57,,
September,4.10,3.43,6.15,6.78,5.56,5.74,4.01,5.14,1.34,3.94,,
October,1.37,4.92,3.69,11.99,4.08,5.42,7.10,4.51,7.54,3.43,,
November,7.68,2.79,11.19,8.17,2.25,2.08,2.73,2.21,7.03,7.10,,
December,8.41,5.40,6.35,9.34,9.22,8.10,6.76,7.17,9.06,8.82,,
Total,54.94,46.73,52.04,72.03,45.32,49.52,67.42,52.50,52.73,55.62,,
Calc annual,54.94,46.73,52.04,72.03,45.32,49.52,57.42,52.50,52.73,55.62,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,10.00,0.00,-0.00,0.00,,
