"WOKINGHAM (WINNERSH NURSERY)",,,,,,,,,,,,
Grid ref,SU774709,Long,-0.887998,Lat,51.431826,,,,,,,
Station no,778/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.49,1.61,0.80,1.20,2.50,3.17,1.47,2.91,2.62,2.40,,
February,4.82,0.63,1.40,2.07,1.31,0.26,2.72,2.81,0.16,1.94,,
March,3.76,2.40,0.26,2.01,0.86,0.43,1.09,1.46,2.65,1.33,,
April,2.67,1.38,2.47,0.21,0.21,1.53,0.29,1.14,2.02,0.46,,
May,2.27,5.26,1.64,2.37,4.04,0.18,1.05,1.71,0.35,1.91,,
June,0.89,1.36,1.23,3.98,1.93,1.87,2.01,3.73,1.14,1.40,,
July,1.18,0.31,3.39,2.64,0.15,2.23,4.67,1.93,3.04,2.69,,
August,3.87,1.95,1.54,2.69,0.39,3.52,1.93,3.87,1.32,3.20,,
September,2.76,2.26,2.21,1.78,1.82,2.70,2.91,3.00,0.09,3.24,,
October,0.59,3.15,2.53,1.80,2.98,1.57,1.94,2.47,2.89,7.84,,
November,5.59,2.77,0.91,4.21,1.37,0.45,2.13,2.29,2.18,3.54,,
December,1.64,2.30,0.53,2.13,2.31,3.36,2.27,2.61,3.54,3.06,,
Total,32.53,25.38,18.91,27.09,19.87,21.27,24.48,29.93,22.00,33.01,,
Calc annual,32.53,25.38,18.91,27.09,19.87,21.27,24.48,29.93,22.00,33.01,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
