"WEST TOWN",,,,,,,,,,,,
Grid ref,ST481680,Long,-2.747582,Lat,51.408636,,,,,,,
Station no,2044,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.01,2.70,0.79,2.51,3.63,3.95,3.10,2.73,3.76,3.55,,
February,3.95,0.74,1.46,3.18,1.77,0.20,4.24,4.18,0.33,2.57,,
March,4.78,3.01,0.81,3.31,1.15,0.76,2.75,0.98,2.99,2.74,,
April,3.56,1.71,4.19,0.76,1.40,2.35,0.11,1.20,2.95,1.85,,
May,2.93,4.22,1.87,1.71,4.04,3.76,1.71,3.28,1.52,1.24,,
June,0.91,2.91,2.44,3.73,2.55,2.63,1.52,2.94,1.33,2.26,,
July,1.36,0.79,4.67,3.94,0.10,3.23,4.67,1.85,3.29,6.01,,
August,4.69,6.08,5.48,3.20,0.67,7.76,2.80,3.55,1.64,5.73,,
September,2.59,3.19,3.53,5.90,1.71,3.86,4.01,5.62,0.17,5.28,,
October,0.70,4.11,2.74,4.17,1.55,1.67,4.05,3.17,4.20,7.27,,
November,6.85,4.81,2.08,6.55,3.52,1.05,2.67,2.57,4.67,5.17,,
December,2.20,2.31,1.12,2.59,4.28,4.11,3.04,3.61,7.02,4.76,,
Total,38.53,36.58,31.18,41.55,26.37,32.33,34.67,35.68,33.87,48.43,,
Calc annual,38.53,36.58,31.18,41.55,26.37,35.33,34.67,35.68,33.87,48.43,,
Difference,0.00,0.00,-0.00,0.00,-0.00,-3.00,0.00,0.00,-0.00,0.00,,
