"WANDSWORTH STREATHAM (FURZEDOWN REC. GROUND)",,,,,,,,,,,,
Grid ref,TQ286712,Long,-0.151712,Lat,51.425227,,,,,,,
Station no,9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.85,1.89,0.79,1.17,2.03,3.61,1.46,1.88,2.07,1.64,,
February,6.49,0.93,1.18,2.17,1.63,0.13,2.67,2.48,0.07,1.56,,
March,3.08,2.53,0.52,2.00,1.07,0.95,0.63,1.21,1.76,1.77,,
April,2.57,1.35,1.73,0.29,0.67,1.06,0.33,1.28,1.66,0.87,,
May,2.55,1.73,1.35,2.46,4.29,0.45,1.25,2.42,0.73,1.84,,
June,0.97,1.54,1.56,3.52,2.07,2.38,0.96,5.14,0.80,1.27,,
July,1.85,0.66,3.24,2.98,0.18,5.58,2.65,2.02,1.13,2.90,,
August,2.98,2.90,1.28,2.99,1.74,2.91,3.93,3.69,1.43,2.67,,
September,4.07,3.17,2.21,2.06,2.03,2.10,2.13,3.66,0.06,4.08,,
October,1.08,2.35,3.16,2.18,2.87,1.45,1.96,2.85,2.06,4.72,,
November,6.12,3.39,0.94,3.84,0.57,0.50,2.04,1.68,3.19,3.69,,
December,2.06,3.25,0.61,1.55,2.05,2.40,2.01,2.76,3.35,2.36,,
Total,36.67,25.69,18.57,27.21,21.20,23.52,22.02,31.07,18.31,29.37,,
Calc annual,36.67,25.69,18.57,27.21,21.20,23.52,22.02,31.07,18.31,29.37,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
