"SWINTON (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SD773003,Long,-2.343666,Lat,53.498904,,,,,,,
Station no,2834/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.36,3.23,1.37,3.36,1.94,4.47,2.53,3.42,2.86,4.71,,
February,1.63,1.23,1.23,2.84,1.76,1.06,2.21,5.87,0.45,2.02,,
March,3.96,2.04,1.65,2.06,1.68,1.08,3.39,2.10,1.48,0.97,,
April,1.87,3.40,2.50,0.72,2.18,3.33,0.45,1.19,2.86,1.95,,
May,2.20,1.57,1.77,2.17,2.87,1.26,1.37,3.90,1.47,1.88,,
June,0.75,2.73,1.73,3.18,3.05,2.16,2.05,5.20,2.85,2.06,,
July,2.47,1.74,4.98,4.06,0.88,6.42,5.47,5.05,3.25,5.90,,
August,4.10,2.90,3.96,5.05,1.15,9.74,4.31,5.04,0.40,5.47,,
September,2.32,2.94,2.92,4.35,2.54,2.81,6.69,5.47,0.24,3.51,,
October,1.02,3.50,1.59,6.34,2.21,2.57,4.46,3.03,3.82,4.61,,
November,6.68,2.25,3.48,4.95,1.59,1.50,1.78,1.35,4.04,5.17,,
December,5.19,3.47,1.14,5.37,4.44,3.03,4.03,3.92,5.24,3.45,,
Total,35.55,31.00,28.32,44.45,26.29,39.43,38.74,45.54,28.96,41.70,,
Calc annual,35.55,31.00,28.32,44.45,26.29,39.43,38.74,45.54,28.96,41.70,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
