"ABINGDON DRAYTON",,,,,,,,,,,,
Grid ref,SU477941,Long,-1.312050,Lat,51.643684,,,,,,,
Station no,823/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.73,1.24,,,,,,,,
February,,,1.09,2.34,,,,,,,,
March,,,0.74,1.63,,,,,,,,
April,,,2.01,0.29,,,,,,,,
May,,,1.65,1.45,,,,,,,,
June,,,1.71,3.80,,,,,,,,
July,,,3.27,2.02,,,,,,,,
August,,,1.83,3.07,,,,,,,,
September,,,2.34,1.41,,,,,,,,
October,,,1.90,1.37,,,,,,,,
November,,,1.70,4.48,,,,,,,,
December,,,0.63,1.86,,,,,,,,
Total,,,19.61,24.96,,,,,,,,
Calc annual,0.00,0.00,19.60,24.96,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.01,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
