"DARTMOOR (SIWARD'S CROSS)",,,,,,,,,,,,
Grid ref,SX595699,Long,-3.982952,Lat,50.511986,,,,,,,
Station no,1650,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,10.31,8.35,2.19,3.88,10.32,8.75,10.73,8.84,12.56,8.34,,
February,7.63,1.71,2.72,8.16,6.00,0.45,11.52,8.55,0.57,7.27,,
March,9.60,8.72,1.56,7.71,2.94,3.65,9.86,3.24,10.10,6.11,,
April,3.96,7.21,4.62,1.11,3.75,1.75,0.59,1.83,7.19,5.22,,
May,4.37,4.31,7.26,6.56,6.73,1.97,4.64,6.84,2.13,3.52,,
June,2.44,3.54,5.81,7.78,5.06,4.64,2.82,5.96,2.45,3.55,,
July,3.34,2.84,7.57,7.46,1.31,7.81,8.52,6.77,2.13,8.82,,
August,12.03,8.74,4.82,7.00,0.54,6.55,7.22,9.50,2.51,6.36,,
September,9.85,5.81,6.46,9.67,3.74,13.21,8.76,11.94,0.38,10.56,,
October,2.20,9.35,6.14,9.50,4.84,4.06,6.45,8.66,9.83,15.41,,
November,16.14,7.75,5.58,16.46,9.87,4.03,4.06,6.54,14.87,13.24,,
December,8.81,7.24,1.62,7.63,12.86,10.94,7.72,8.62,19.31,8.22,,
Total,90.68,75.57,56.35,92.92,67.96,67.81,82.89,87.29,84.03,96.62,,
Calc annual,90.68,75.57,56.35,92.92,67.96,67.81,82.89,87.29,84.03,96.62,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,,
