"GRANDBOROUGH",,,,,,,,,,,,
Grid ref,SP489671,Long,-1.284334,Lat,52.299855,,,,,,,
Station no,2455/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.33,,
February,,,,,,,,,,1.51,,
March,,,,,,,,,,1.42,,
April,,,,,,,,,,0.53,,
May,,,,,,,,,0.47,1.34,,
June,,,,,,,,,0.92,4.99,,
July,,,,,,,,,0.90,3.67,,
August,,,,,,,,,0.86,,,
September,,,,,,,,,0.17,,,
October,,,,,,,,,2.00,,,
November,,,,,,,,,2.00,,,
December,,,,,,,,,3.90,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.22,16.79,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
