"KINGSTON-ON-THAMES (DICKERAGE ROAD)",,,,,,,,,,,,
Grid ref,TQ202692,Long,-0.273147,Lat,51.409094,,,,,,,
Station no,152/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,1.72,47.70,,,,
February,,,,,,,2.89,56.20,,,,
March,,,,,,,0.72,28.00,,,,
April,,,,,,,0.25,28.30,,,,
May,,,,,,,1.37,56.80,,,,
June,,,,,,,0.76,,,,,
July,,,,,,3.72,2.86,,,,,
August,,,,,,2.24,4.64,,,,,
September,,,,,,1.90,2.22,,,,,
October,,,,,,1.43,1.65,,,,,
November,,,,,,0.45,2.38,,,,,
December,,,,,,2.69,1.84,,,,,
Total,,,,,,,23.30,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,12.43,23.30,217.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
