"HATFIELD PEVEREL (BURY FARM)",,,,,,,,,,,,
Grid ref,TL786117,Long,0.587378,Lat,51.775471,,,,,,,
Station no,1293/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.82,1.62,,,,,,,,,,
February,4.62,0.68,,,,,,,,,,
March,2.60,3.12,,,,,,,,,,
April,2.17,0.74,,,,,,,,,,
May,2.41,1.24,,,,,,,,,,
June,0.79,1.50,,,,,,,,,,
July,1.32,0.63,,,,,,,,,,
August,2.55,,,,,,,,,,,
September,2.42,,,,,,,,,,,
October,0.63,,,,,,,,,,,
November,3.79,,,,,,,,,,,
December,1.75,,,,,,,,,,,
Total,26.87,,,,,,,,,,,
Calc annual,26.87,9.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
