"WOODCHESTER DOMINICAN PRIORY",,,,,,,,,,,,
Grid ref,SO841010,Long,-2.231504,Lat,51.707508,,,,,,,
Station no,2154/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,0.57,,,,,,,
October,,,,,1.68,,,,,,,
November,,,,,3.16,,,,,,,
December,,,,,3.99,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,9.40,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
