"MAVESYN RIDWARE RECTORY",,,,,,,,,,,,
Grid ref,SK078181,Long,-1.885855,Lat,52.760451,,,,,,,
Station no,167464,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.08,2.90,0.75,1.17,2.40,3.80,,,,,,
February,2.62,0.52,1.45,2.65,2.60,0.89,,,,,,
March,4.15,1.87,1.21,2.21,2.94,1.32,,,,,,
April,1.79,2.70,2.60,0.39,1.25,1.14,,,,,,
May,3.34,2.55,2.19,2.68,4.29,1.03,,,,,,
June,1.58,2.44,2.67,2.88,3.15,2.07,,,,,,
July,0.96,1.92,2.59,2.86,0.59,1.82,,,,,,
August,5.43,1.76,2.41,4.41,1.03,5.06,,,,,,
September,2.02,1.15,2.18,1.94,2.02,2.47,,,,,,
October,0.69,3.52,1.82,3.66,1.83,2.03,,,,,,
November,6.10,1.51,1.86,4.98,2.45,-999.00,,,,,,
December,2.36,3.12,1.32,3.29,1.83,3.31,,,,,,
Total,33.12,25.96,23.05,33.12,26.38,25.79,,,,,,
Calc annual,33.12,25.96,23.05,33.12,26.38,24.94,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.85,NaN,NaN,NaN,NaN,,
