"LIMPSFIELD (KENT HATCH RESERVOIR) SURREY",,,,,,,,,,,,
Grid ref,TQ436515,Long,0.055958,Lat,51.244606,,,,,,,
Station no,68/3/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.20,2.33,1.39,1.67,3.20,4.14,2.43,2.91,2.50,2.80,,
February,6.30,0.93,1.81,2.26,2.10,0.62,4.50,2.32,0.02,2.01,,
March,4.40,3.52,0.49,2.30,1.45,1.00,1.56,1.84,1.80,1.90,,
April,2.73,1.63,2.69,0.30,0.35,1.83,0.25,1.27,1.80,0.75,,
May,2.20,1.54,1.66,3.00,4.49,0.65,1.55,1.75,0.80,1.90,,
June,1.76,1.57,1.72,3.35,2.00,3.73,1.88,4.47,1.30,1.30,,
July,2.40,0.74,4.06,3.52,0.75,3.62,3.45,2.00,1.50,3.30,,
August,5.22,4.20,2.02,3.50,1.70,3.05,2.95,3.30,1.00,3.00,,
September,2.19,2.96,4.20,1.90,2.48,3.00,2.86,6.40,0.10,4.20,,
October,1.55,3.26,4.24,2.52,5.53,1.75,1.62,3.15,3.40,7.25,,
November,5.25,4.46,1.70,5.30,1.30,0.98,3.10,1.95,2.60,5.40,,
December,2.63,2.70,0.92,1.68,3.03,4.00,2.25,3.80,5.00,3.40,,
Total,39.83,29.84,26.90,31.30,28.38,28.37,28.40,35.16,21.82,37.21,,
Calc annual,39.83,29.84,26.90,31.30,28.38,28.37,28.40,35.16,21.82,37.21,,
Difference,-0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
