"DARMANS PARK (CHARTHAM PARK)",,,,,,,,,,,,
Grid ref,TQ382407,Long,-0.025510,Lat,51.148884,,,,,,,
Station no,64,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.75,3.20,1.15,1.78,3.77,4.67,2.51,3.73,3.13,3.81,,
February,7.68,0.94,1.73,2.30,1.89,0.42,5.17,2.75,0.06,2.83,,
March,4.29,3.37,0.36,3.19,1.38,0.97,1.25,2.04,2.37,2.23,,
April,2.46,2.25,3.47,0.37,0.32,1.43,0.21,1.39,2.61,0.79,,
May,2.43,1.55,1.65,2.34,4.63,0.43,1.57,2.36,0.49,1.40,,
June,1.82,1.19,2.04,4.62,2.27,2.73,1.28,4.16,0.96,1.86,,
July,2.61,0.88,3.64,3.30,1.40,3.57,3.65,1.49,1.79,4.22,,
August,5.80,3.38,1.70,2.47,1.21,3.27,3.34,3.77,0.94,3.95,,
September,3.16,3.23,4.25,2.71,2.45,3.41,3.09,7.58,0.14,3.76,,
October,1.41,3.31,4.74,2.60,4.74,1.60,1.69,3.13,3.72,8.15,,
November,6.33,4.20,1.72,6.63,1.41,1.04,4.57,1.79,3.76,6.98,,
December,3.52,2.67,0.89,2.25,3.14,4.96,2.71,4.86,7.67,4.54,,
Total,45.26,30.17,27.34,34.56,28.61,28.50,31.04,39.05,27.64,44.52,,
Calc annual,45.26,30.17,27.34,34.56,28.61,28.50,31.04,39.05,27.64,44.52,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
