"HOLLINGWORTH HALL (MOOR)",,,,,,,,,,,,
Grid ref,SK002984,Long,-1.998454,Lat,53.482320,,,,,,,
Station no,2748/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.06,4.55,2.12,4.80,2.81,5.45,3.60,4.06,3.92,6.35,,
February,3.00,1.47,2.61,3.02,1.55,2.47,2.73,5.26,0.50,2.45,,
March,4.97,2.70,2.93,2.66,2.13,1.64,3.55,3.10,2.02,0.87,,
April,2.63,4.00,2.60,1.10,1.92,2.87,0.69,1.29,2.87,2.47,,
May,1.90,2.60,2.43,3.87,4.17,1.56,1.30,3.38,1.11,1.81,,
June,1.53,3.34,4.61,3.64,2.76,3.79,2.50,5.06,3.04,2.04,,
July,4.16,4.15,6.83,7.95,1.38,6.98,4.92,5.45,4.53,8.04,,
August,5.80,3.23,5.60,7.54,0.80,11.94,5.26,4.76,0.46,6.82,,
September,2.80,4.70,2.70,4.80,2.67,3.27,8.02,4.70,0.30,3.78,,
October,1.22,4.90,2.23,7.52,2.74,3.24,5.76,3.95,3.65,3.96,,
November,7.26,3.32,4.15,6.00,1.83,2.44,2.32,1.43,4.28,5.74,,
December,6.57,4.12,1.99,7.64,5.65,4.95,5.37,3.39,5.46,4.06,,
Total,47.90,43.08,40.80,60.54,30.41,50.60,46.02,45.83,32.14,48.39,,
Calc annual,47.90,43.08,40.80,60.54,30.41,50.60,46.02,45.83,32.14,48.39,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
