"ELSTREE (ALDENHAM RESERVOIR)",,,,,,,,,,,,
Grid ref,TQ171957,Long,-0.308897,Lat,51.647911,,,,,,,
Station no,904/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.33,1.81,0.90,0.92,2.77,3.96,1.79,2.87,2.61,2.34,,
February,4.85,0.76,1.76,2.51,1.87,0.38,3.46,2.86,0.14,2.57,,
March,3.61,3.15,0.65,2.67,1.27,0.94,1.38,1.46,2.36,1.98,,
April,2.77,1.80,2.81,0.26,0.43,1.06,0.28,1.68,2.81,0.73,,
May,2.03,1.91,1.51,2.11,4.39,0.50,1.24,2.90,0.62,2.48,,
June,1.51,1.82,2.63,3.99,1.71,2.93,1.60,4.56,1.45,1.46,,
July,0.98,0.67,3.63,2.88,0.24,4.21,2.93,3.04,2.74,3.63,,
August,3.86,5.91,2.17,2.96,1.23,6.86,2.81,2.51,1.70,3.64,,
September,2.88,3.66,2.28,2.13,1.73,2.15,2.98,4.12,0.03,4.20,,
October,1.05,3.14,2.87,2.75,3.80,3.45,2.07,2.71,2.07,5.87,,
November,5.29,3.60,1.66,4.42,1.83,0.61,2.35,2.62,2.69,5.30,,
December,1.73,2.84,0.56,1.58,2.14,4.02,2.42,3.86,4.36,3.30,,
Total,33.89,31.07,23.43,29.18,23.41,31.07,25.31,35.19,23.58,37.50,,
Calc annual,33.89,31.07,23.43,29.18,23.41,31.07,25.31,35.19,23.58,37.50,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,,
