"KING'S LYNN (SHOULDHAM)",,,,,,,,,,,,
Grid ref,TF677088,Long,0.477621,Lat,52.651004,,,,,,,
Station no,1468/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.70,,,,,,,,,,,
February,2.42,,,,,,,,,,,
March,3.89,,,,,,,,,,,
April,3.09,,,,,,,,,,,
May,2.56,,,,,,,,,,,
June,1.02,,,,,,,,,,,
July,1.01,,,,,,,,,,,
August,3.55,,,,,,,,,,,
September,2.50,,,,,,,,,,,
October,1.06,,,,,,,,,,,
November,3.46,,,,,,,,,,,
December,1.44,,,,,,,,,,,
Total,28.70,,,,,,,,,,,
Calc annual,28.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
