"BLETCHINGLEY (SOUTH PARK FARM)",,,,,,,,,,,,
Grid ref,TQ342488,Long,-0.079641,Lat,51.222628,,,,,,,
Station no,124,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.33,2.51,1.43,1.77,2.57,4.48,2.39,3.13,2.98,2.70,,
February,6.73,0.90,1.84,2.53,1.48,0.36,3.96,2.04,0.13,1.94,,
March,4.09,3.08,0.55,2.88,1.35,1.07,1.52,1.77,2.28,1.79,,
April,2.81,1.66,2.45,0.50,0.64,1.47,0.36,1.14,1.81,0.76,,
May,2.11,1.47,1.46,2.72,4.19,0.25,1.19,2.32,0.47,1.39,,
June,1.64,1.70,1.71,5.32,1.81,3.71,1.39,4.04,1.43,1.02,,
July,1.93,0.88,4.48,2.97,0.17,3.81,3.19,1.83,0.91,2.83,,
August,5.35,3.06,2.10,2.98,1.59,2.44,2.82,3.58,0.60,3.50,,
September,2.83,2.66,4.60,2.60,2.28,3.15,2.70,5.99,0.12,3.85,,
October,1.19,3.35,4.80,1.15,4.51,1.49,2.03,3.54,3.49,6.88,,
November,6.31,3.78,1.84,5.25,1.18,1.04,3.03,2.44,3.23,5.24,,
December,3.43,3.10,0.93,1.97,2.68,4.27,1.85,3.30,5.81,3.84,,
Total,41.75,28.15,28.19,32.64,24.45,27.54,-999.00,35.12,23.26,35.74,,
Calc annual,41.75,28.15,28.19,32.64,24.45,27.54,26.43,35.12,23.26,35.74,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,-1025.43,-0.00,0.00,0.00,,
