"BOSHAM (COBNOR)",,,,,,,,,,,,
Grid ref,SU792024,Long,-0.877139,Lat,50.815742,,,,,,,
Station no,424,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.04,2.44,1.30,1.64,3.76,4.83,2.40,4.41,2.87,3.55,,
February,6.09,0.57,1.41,2.98,1.12,0.14,3.93,2.91,0.12,4.16,,
March,4.43,2.87,0.30,3.64,1.28,0.42,1.87,1.59,1.07,1.69,,
April,2.16,1.52,1.66,0.30,0.37,1.91,0.13,0.65,1.85,0.59,,
May,2.13,2.69,1.97,2.93,4.06,0.54,0.91,3.60,0.20,1.39,,
June,1.58,1.34,1.70,3.53,3.37,1.95,1.46,3.09,0.51,2.32,,
July,2.51,0.22,3.00,4.45,0.42,1.84,3.01,1.34,1.62,3.21,,
August,5.26,1.91,1.53,3.43,4.53,4.61,2.29,5.58,2.75,4.68,,
September,3.32,4.29,4.62,2.44,2.43,4.09,3.89,5.24,0.16,5.78,,
October,1.55,3.59,3.35,3.04,2.57,0.71,2.21,2.37,3.14,8.33,,
November,7.13,4.14,2.03,5.94,2.09,0.72,2.99,2.43,4.47,6.10,,
December,3.13,3.00,0.87,3.09,3.73,5.49,2.17,3.42,7.83,4.52,,
Total,43.33,28.58,23.74,37.41,29.73,27.25,27.26,36.63,26.59,46.32,,
Calc annual,43.33,28.58,23.74,37.41,29.73,27.25,27.26,36.63,26.59,46.32,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,,
