"BROCKENHURST (COUNTY SCHOOL)",,,,,,,,,,,,
Grid ref,SU303025,Long,-1.571219,Lat,50.821255,,,,,,,
Station no,638/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.85,2.46,1.00,1.91,3.56,5.12,,,,,,
February,6.08,0.56,1.21,3.30,1.95,0.05,,,,,,
March,4.27,2.90,0.60,4.23,0.98,0.70,,,,,,
April,2.97,1.95,1.75,0.23,0.40,1.94,,,,,,
May,2.51,2.75,2.52,1.76,4.05,0.29,,,,,,
June,0.81,1.31,2.93,3.01,3.80,2.82,,,,,,
July,1.99,0.23,4.00,3.12,0.23,,,,,,,
August,4.60,3.68,1.83,4.25,0.71,,,,,,,
September,3.16,4.30,3.54,2.86,1.69,,,,,,,
October,1.29,4.92,3.58,3.84,4.38,,,,,,,
November,11.00,4.23,1.86,5.63,3.30,,,,,,,
December,3.07,3.20,0.61,2.90,5.61,,,,,,,
Total,45.60,32.49,25.43,37.04,30.66,,,,,,,
Calc annual,45.60,32.49,25.43,37.04,30.66,10.92,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
