"HAYFIELD (?AKEN CLOUGH)",,,,,,,,,,,,
Grid ref,SK064860,Long,-1.905275,Lat,53.370825,,,,,,,
Station no,2643/6/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.54,5.84,2.25,4.42,3.33,7.72,2.55,4.30,4.05,9.05,,
February,4.20,2.69,3.60,3.80,3.05,2.30,3.40,7.55,0.55,4.60,,
March,5.66,2.60,2.90,2.70,4.40,1.75,3.20,2.50,1.75,1.85,,
April,3.20,3.21,3.10,0.80,1.09,2.23,0.58,0.95,2.85,1.96,,
May,2.37,2.50,2.40,3.35,4.52,1.32,1.35,3.55,0.35,1.88,,
June,1.30,2.32,3.40,3.05,3.50,2.90,1.48,5.50,1.85,1.17,,
July,3.43,3.00,4.85,6.00,0.60,7.35,6.25,6.15,3.60,7.17,,
August,5.14,2.20,4.80,6.20,0.72,9.60,6.80,3.40,0.20,6.45,,
September,2.37,4.60,2.90,4.05,1.73,3.92,7.60,6.05,0.07,4.65,,
October,1.10,5.85,2.60,8.00,2.50,2.80,3.90,4.45,3.91,6.20,,
November,-999.00,4.40,2.90,8.05,2.63,1.50,2.65,1.95,5.50,6.65,,
December,5.80,4.00,2.05,7.00,5.00,6.58,5.15,4.00,6.70,4.15,,
Total,47.68,43.21,37.75,57.42,33.07,49.97,44.91,50.35,31.38,55.78,,
Calc annual,40.11,43.21,37.75,57.42,33.07,49.97,44.91,50.35,31.38,55.78,,
Difference,7.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
