"SHAWBOST FILTERS",,,,,,,,,,,,
Grid ref,NB261436,Long,-6.676209,Lat,58.295314,,,,,,,
Station no,5796/65,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.74,,
February,,,,,,,,,,3.75,,
March,,,,,,,,,,1.50,,
April,,,,,,,,,,2.70,,
May,,,,,,,,,,2.20,,
June,,,,,,,,,,1.50,,
July,,,,,,,,,,2.00,,
August,,,,,,,,,,4.21,,
September,,,,,,,,,,3.75,,
October,,,,,,,,,,3.30,,
November,,,,,,,,,,2.62,,
December,,,,,,,,,,7.61,,
Total,,,,,,,,,,37.88,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.88,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
