"BROADMOOR INSTITUTION",,,,,,,,,,,,
Grid ref,SU852638,Long,-0.777525,Lat,51.366882,,,,,,,
Station no,775,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.09,1.65,0.80,1.06,2.72,3.53,1.35,3.64,1.97,2.09,,
February,5.56,0.80,1.10,2.44,1.45,0.16,2.55,2.47,0.09,2.14,,
March,3.86,2.36,0.30,2.01,0.93,0.56,1.02,1.69,2.52,1.59,,
April,2.68,1.32,2.42,0.32,0.17,1.32,0.31,1.27,2.10,0.81,,
May,2.52,2.18,1.71,2.62,3.82,0.33,1.22,1.95,0.61,1.94,,
June,0.97,1.14,1.38,5.10,2.21,2.17,0.79,2.97,0.77,1.61,,
July,1.54,0.48,3.41,2.52,0.26,4.44,3.95,1.09,3.33,3.71,,
August,4.16,2.85,1.85,3.66,0.95,4.08,2.02,3.36,1.61,2.45,,
September,2.96,3.24,1.61,2.24,1.67,3.75,3.01,3.09,0.16,2.94,,
October,0.66,3.25,2.85,2.14,3.73,2.27,1.79,2.79,2.36,9.41,,
November,6.13,2.90,1.01,3.52,2.44,0.69,2.44,2.59,2.91,3.13,,
December,1.84,2.25,0.60,2.39,2.60,3.06,2.54,2.76,3.76,2.88,,
Total,35.97,24.42,19.04,30.02,22.95,26.36,22.99,29.67,22.19,34.70,,
Calc annual,35.97,24.42,19.04,30.02,22.95,26.36,22.99,29.67,22.19,34.70,,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
