"MOSELEY (COTTON LANE)",,,,,,,,,,,,
Grid ref,SP081826,Long,-1.882266,Lat,52.441310,,,,,,,
Station no,2473/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.28,2.80,1.09,,,,,,,,,
February,3.28,0.65,1.39,,,,,,,,,
March,5.18,3.96,,,,,,,,,,
April,2.69,3.95,,,,,,,,,,
May,3.89,2.69,,,,,,,,,,
June,1.38,1.56,,,,,,,,,,
July,1.01,1.30,,,,,,,,,,
August,4.29,3.79,,,,,,,,,,
September,1.82,1.87,,,,,,,,,,
October,0.73,4.90,,,,,,,,,,
November,7.30,2.37,,,,,,,,,,
December,2.63,2.85,,,,,,,,,,
Total,37.48,32.69,,,,,,,,,,
Calc annual,37.48,32.69,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
