"HENDON (COUNCIL DEPOT)",,,,,,,,,,,,
Grid ref,TQ239875,Long,-0.213558,Lat,51.572763,,,,,,,
Station no,861/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.77,1.61,0.90,0.95,2.30,3.98,1.37,2.57,2.06,2.03,,
February,5.17,0.84,1.87,2.24,1.65,0.29,2.96,2.45,0.06,2.33,,
March,3.49,3.00,0.34,2.19,1.13,0.90,1.09,1.21,1.73,1.88,,
April,2.71,1.22,2.40,0.23,0.44,1.12,0.21,1.71,2.37,0.53,,
May,2.18,1.91,1.45,2.11,4.50,0.42,1.05,2.50,0.66,2.06,,
June,1.10,1.85,1.51,3.56,2.26,2.47,0.82,4.86,1.15,1.51,,
July,1.05,0.50,3.88,2.71,0.19,4.76,3.79,2.30,1.16,3.58,,
August,3.69,3.23,1.79,3.29,1.10,4.70,2.23,4.02,1.71,2.02,,
September,3.38,3.70,1.81,1.72,1.52,2.26,2.18,4.51,0.06,4.65,,
October,0.99,3.21,3.08,2.32,3.55,2.81,1.86,2.70,2.14,5.24,,
November,5.10,4.01,1.26,3.78,0.98,0.40,2.24,2.31,2.38,4.16,,
December,1.50,2.10,0.57,1.76,2.21,3.09,2.05,2.90,3.59,2.59,,
Total,33.13,27.18,20.86,26.86,21.83,27.20,21.85,34.04,19.07,32.58,,
Calc annual,33.13,27.18,20.86,26.86,21.83,27.20,21.85,34.04,19.07,32.58,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
