"REDHILL (CARLTON ROAD)",,,,,,,,,,,,
Grid ref,TQ277513,Long,-0.171778,Lat,51.246586,,,,,,,
Station no,118/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,1.62,,,,,,,,
February,,,,2.51,,,,,,,,
March,,,,2.87,,,,,,,,
April,,,,0.45,,,,,,,,
May,,,,2.49,,,,,,,,
June,,,,4.09,,,,,,,,
July,,,,3.64,,,,,,,,
August,,,,3.17,,,,,,,,
September,,,,2.12,,,,,,,,
October,,,,2.72,,,,,,,,
November,,,,6.16,,,,,,,,
December,,,,2.09,,,,,,,,
Total,,,,33.93,,,,,,,,
Calc annual,0.00,0.00,0.00,33.93,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
