"PLAYDEN (SCOTS FLOAT)",,,,,,,,,,,,
Grid ref,TQ932226,Long,0.750343,Lat,50.970409,,,,,,,
Station no,557/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,3.24,1.24,1.36,4.40,5.34,2.58,4.41,3.15,3.08,,
February,6.24,1.40,1.77,2.41,2.10,0.60,4.57,2.48,0.07,2.09,,
March,3.25,3.20,0.17,3.77,1.18,0.30,1.16,1.44,1.81,2.04,,
April,1.81,1.41,2.01,0.22,0.26,1.15,0.24,1.48,2.20,1.33,,
May,1.71,1.72,1.30,1.97,4.36,0.54,1.13,1.59,1.80,2.18,,
June,1.14,0.79,3.50,2.62,1.59,1.92,0.61,3.47,1.16,1.85,,
July,2.08,0.57,2.76,3.48,1.05,2.67,3.25,2.51,2.17,3.58,,
August,5.17,4.10,2.23,3.09,1.92,2.80,2.48,4.11,0.98,4.78,,
September,4.78,4.03,3.81,2.16,2.48,2.41,3.17,2.48,0.12,3.06,,
October,2.29,3.43,2.96,2.78,4.86,1.20,1.61,3.69,4.02,6.38,,
November,5.09,3.38,1.79,5.78,1.46,0.66,3.71,1.82,5.77,6.04,,
December,2.83,3.57,0.76,1.79,3.03,3.91,1.94,4.86,7.38,4.42,,
Total,40.19,30.84,24.30,31.43,28.69,23.50,26.45,34.34,30.63,40.83,,
Calc annual,40.19,30.84,24.30,31.43,28.69,23.50,26.45,34.34,30.63,40.83,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
