"GLASGOW (KELVINGROVE PARK)",,,,,,,,,,,,
Grid ref,NS572666,Long,-4.283796,Lat,55.871342,,,,,,,
Station no,5178,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.87,4.54,1.04,5.10,2.72,2.57,5.63,3.75,1.26,3.15,,
February,2.64,1.33,1.30,3.61,2.22,1.08,3.05,2.54,1.32,3.14,,
March,2.68,2.18,0.87,2.36,1.80,2.33,3.80,1.08,1.61,2.03,,
April,2.12,1.90,1.71,1.52,1.56,1.11,1.89,1.10,3.09,2.68,,
May,1.89,1.80,2.08,3.33,3.02,1.80,2.68,3.07,1.22,2.83,,
June,2.44,2.68,2.34,2.99,1.85,2.64,1.91,2.93,2.66,2.28,,
July,3.26,2.77,4.72,3.11,1.45,4.99,3.03,4.50,4.21,3.61,,
August,4.23,3.24,3.67,5.43,0.93,5.18,4.48,5.31,0.49,3.89,,
September,3.07,3.11,3.03,4.73,3.23,4.84,2.49,3.64,1.20,2.26,,
October,0.89,4.07,2.08,9.12,2.70,2.83,4.16,3.06,4.68,2.80,,
November,5.88,2.07,5.50,5.91,1.82,1.48,1.59,1.84,4.65,4.81,,
December,5.10,3.35,4.40,5.11,6.26,4.25,4.19,4.69,6.24,4.29,,
Total,39.07,33.04,32.74,52.32,29.56,35.10,38.90,37.51,32.63,37.77,,
Calc annual,39.07,33.04,32.74,52.32,29.56,35.10,38.90,37.51,32.63,37.77,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
