"BRIDGWATER (ENMORE)",,,,,,,,,,,,
Grid ref,ST242351,Long,-3.084166,Lat,51.110162,,,,,,,
Station no,2080/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.18,3.00,0.41,2.36,4.41,,,,,,,
February,3.57,0.64,1.14,3.10,,,,,,,,
March,3.90,2.38,0.54,3.62,,,,,,,,
April,3.44,2.35,3.50,0.21,,,,,,,,
May,3.11,3.68,1.93,1.97,,,,,,,,
June,0.84,2.14,2.16,2.90,,,,,,,,
July,2.24,0.68,2.45,2.64,,,,,,,,
August,5.25,4.76,2.31,2.77,,,,,,,,
September,2.34,3.02,3.08,3.71,,,,,,,,
October,1.09,4.10,2.94,2.74,,,,,,,,
November,6.68,4.16,2.05,5.46,,,,,,,,
December,2.21,2.64,1.22,2.69,,,,,,,,
Total,37.85,33.55,23.73,34.17,,,,,,,,
Calc annual,37.85,33.55,23.73,34.17,4.41,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
