"SPONDON (DERBY SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SK389351,Long,-1.422994,Lat,52.911925,,,,,,,
Station no,2656,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.07,2.27,0.90,0.99,1.96,3.34,1.49,2.63,2.84,5.03,,
February,2.41,0.65,1.44,1.98,1.60,0.73,1.95,3.73,0.18,1.94,,
March,3.74,2.24,1.30,1.59,2.33,1.01,2.04,1.56,1.35,1.35,,
April,1.37,1.31,2.32,0.29,1.10,1.79,0.21,0.87,2.21,1.13,,
May,2.31,2.51,2.25,2.14,2.73,0.59,0.72,2.13,0.36,1.51,,
June,1.34,2.44,2.53,2.71,3.51,2.64,1.32,4.04,0.97,2.29,,
July,0.70,1.91,2.61,1.93,1.04,2.05,3.38,3.94,1.19,2.87,,
August,4.13,2.22,2.19,4.40,0.53,4.27,3.59,2.31,0.75,4.31,,
September,1.26,1.20,1.59,3.01,0.89,2.55,5.73,2.17,0.07,4.78,,
October,0.76,2.87,1.76,2.61,1.72,1.33,1.32,1.88,2.14,5.39,,
November,4.89,1.50,1.62,3.99,1.75,0.80,2.26,1.17,2.57,3.19,,
December,2.08,2.41,0.88,2.79,2.05,3.41,1.84,2.90,3.18,3.21,,
Total,27.06,23.53,21.39,28.43,21.21,24.51,25.85,29.33,17.81,37.00,,
Calc annual,27.06,23.53,21.39,28.43,21.21,24.51,25.85,29.33,17.81,37.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
