"BASILDON NEW TOWN",,,,,,,,,,,,
Grid ref,TQ705888,Long,0.458919,Lat,51.572287,,,,,,,
Station no,1276/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,2.97,0.91,1.88,1.71,1.62,,
February,,,,,,0.16,2.56,2.29,0.05,1.49,,
March,,,,,,0.76,1.15,1.09,1.16,1.11,,
April,,,,,,1.10,0.27,1.37,1.69,0.53,,
May,,,,,,0.35,1.16,1.73,1.05,2.31,,
June,,,,,,2.01,1.19,4.33,0.82,1.30,,
July,,,,,,3.26,3.10,2.55,1.93,2.65,,
August,,,,,,2.98,2.37,3.56,0.74,2.82,,
September,,,,,,2.09,2.25,5.45,0.09,4.58,,
October,,,,,,1.04,1.44,2.81,1.78,5.50,,
November,,,,,,0.54,2.71,1.46,2.63,3.12,,
December,,,,,,2.39,1.59,2.99,2.96,2.13,,
Total,,,,,,,20.70,31.51,16.61,29.16,,
Calc annual,0.00,0.00,0.00,0.00,0.00,19.65,20.70,31.51,16.61,29.16,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,-0.00,,
