"GLEN TARFF (ALLT LAGAN A BHAINNE)",,,,,,,,,,,,
Grid ref,NH392018,Long,-4.654574,Lat,57.079044,,,,,,,
Station no,5701/6/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,7.00,2.70,,,,,,,
February,,,,4.00,5.00,,,,,,,
March,,,,2.70,2.50,,,,,,,
April,,,,2.75,5.30,,,,,,,
May,,,4.75,4.00,,,,,,,,
June,,,1.50,3.70,,,,,,,,
July,,,4.75,7.40,,,,,,,,
August,,,4.00,4.00,,,,,,,,
September,,,4.60,5.00,,,,,,,,
October,,,2.60,10.50,,,,,,,,
November,,,11.70,7.60,,,,,,,,
December,,,5.50,13.30,,,,,,,,
Total,,,,71.95,,86.17,,,,,,
Calc annual,0.00,0.00,39.40,71.95,15.50,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,NaN,86.17,NaN,NaN,NaN,NaN,,
