"RIVELIN (OAKING CLOUGH) NO 2",,,,,,,,,,,,
Grid ref,SK246862,Long,-1.631727,Lat,53.372093,,,,,,,
Station no,3114/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.58,4.78,1.69,4.30,2.95,6.91,3.02,4.60,3.92,5.96,,
February,4.29,1.51,2.50,3.18,3.15,1.83,3.67,6.05,0.35,3.26,,
March,5.95,2.42,2.66,2.98,4.25,2.10,3.72,3.74,2.14,2.63,,
April,2.14,2.78,3.46,0.80,1.30,2.18,0.26,1.12,4.62,2.52,,
May,4.21,3.07,2.64,4.20,3.82,0.91,1.69,3.90,1.44,2.13,,
June,1.32,2.30,3.46,2.82,3.77,4.56,2.01,5.10,1.55,1.68,,
July,1.65,1.82,4.29,3.86,1.78,7.91,3.64,6.48,2.70,5.58,,
August,5.41,2.74,4.16,8.23,0.95,7.33,7.68,3.29,0.98,5.00,,
September,2.36,4.90,2.72,4.87,2.08,5.16,6.54,4.20,0.11,4.60,,
October,1.41,7.11,2.53,6.07,3.25,2.49,3.28,3.82,3.48,8.49,,
November,11.25,3.39,3.01,7.66,3.05,2.00,3.45,1.17,5.12,5.85,,
December,5.82,3.85,2.11,7.51,5.81,5.60,4.79,5.48,6.64,4.80,,
Total,50.39,40.67,35.23,56.48,36.16,48.98,43.75,48.95,33.05,52.50,,
Calc annual,50.39,40.67,35.23,56.48,36.16,48.98,43.75,48.95,33.05,52.50,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,,
