"AUCHINNER",,,,,,,,,,,,
Grid ref,NN696157,Long,-4.109753,Lat,56.315704,,,,,,,
Station no,5537/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,6.77,,
February,,,,,,,,,,8.37,,
March,,,,,,,,,,4.63,,
April,,,,,,,,,6.19,7.77,,
May,,,,,,,,,1.90,5.08,,
June,,,,,,,,,3.39,3.82,,
July,,,,,,,,,7.07,6.99,,
August,,,,,,,,,3.18,6.12,,
September,,,,,,,,,1.47,5.76,,
October,,,,,,,,,8.39,9.06,,
November,,,,,,,,,10.25,9.86,,
December,,,,,,,,,14.09,9.63,,
Total,,,,,,,,,,83.86,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.93,83.86,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
