"SOUTHPORT (BANK END SEWAGE WKS.)",,,,,,,,,,,,
Grid ref,SD371208,Long,-2.953749,Lat,53.679858,,,,,,,
Station no,3012/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,3.75,2.58,3.00,3.12,5.16,,
February,,,,,,0.21,3.12,5.62,0.29,1.98,,
March,,,,,,0.84,2.48,1.22,1.44,1.39,,
April,,,,,,1.78,0.38,1.09,2.53,1.59,,
May,,,,,,1.23,2.00,3.65,1.52,2.47,,
June,,,,,,1.36,1.75,2.98,3.37,1.03,,
July,,,,,,4.28,4.62,2.79,3.96,4.28,,
August,,,,,,11.36,5.01,3.65,0.51,2.80,,
September,,,,,,3.08,5.70,3.06,0.47,3.58,,
October,,,,,,1.93,4.45,2.82,3.14,2.86,,
November,,,,,,1.43,1.12,2.38,4.51,6.87,,
December,,,,,,3.33,2.95,3.11,6.36,3.94,,
Total,,,,,,34.58,36.16,35.37,31.22,37.95,,
Calc annual,0.00,0.00,0.00,0.00,0.00,34.58,36.16,35.37,31.22,37.95,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
