"SHAFTESBURY (ST. MARGARETS MARSH)",,,,,,,,,,,,
Grid ref,ST821190,Long,-2.256298,Lat,50.970135,,,,,,,
Station no,1628/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.54,2.05,0.60,1.22,2.72,4.03,1.88,2.38,3.85,2.90,,
February,5.31,0.79,1.64,2.73,1.59,0.66,3.34,3.07,0.32,2.86,,
March,3.39,3.11,0.59,3.25,1.40,0.98,2.05,1.10,4.01,1.73,,
April,2.60,1.74,2.34,0.12,0.77,1.00,0.22,0.61,2.05,1.76,,
May,2.59,3.25,1.95,1.63,3.42,0.32,1.84,1.78,1.45,1.73,,
June,0.56,1.40,2.53,3.39,1.68,2.14,2.09,4.87,0.60,2.23,,
July,1.89,0.71,3.66,2.62,1.07,2.43,3.78,1.53,1.16,3.73,,
August,4.63,4.26,2.64,2.42,0.22,3.85,2.94,3.97,1.73,4.28,,
September,2.92,3.17,2.59,2.54,1.08,3.91,2.46,4.84,0.32,4.42,,
October,0.78,3.44,3.79,2.36,2.69,1.91,2.31,3.11,3.37,8.42,,
November,9.02,3.57,1.90,5.81,3.03,0.85,2.08,2.29,3.77,4.00,,
December,2.77,2.56,0.59,3.03,4.37,4.33,3.05,4.11,8.30,3.18,,
Total,39.00,30.05,24.82,31.12,24.04,26.41,28.04,33.66,30.93,41.24,,
Calc annual,39.00,30.05,24.82,31.12,24.04,26.41,28.04,33.66,30.93,41.24,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,,
