"NO GRID REF, HAVE USED LOCATION AT MIDDLE OF ROAD",,,,,,,,,,,,
Grid ref,SD205729,Long,-3.218567,Lat,54.145752,,,,,,,
Station no,3016/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.02,3.65,2.08,3.36,,,,,,,,
February,3.75,1.00,1.52,3.84,,,,,,,,
March,4.60,2.67,0.39,2.59,,,,,,,,
April,1.17,2.75,2.90,0.77,,,,,,,,
May,2.07,2.58,2.58,3.29,,,,,,,,
June,0.89,2.61,1.62,,,,,,,,,
July,2.80,1.62,3.39,,,,,,,,,
August,5.29,6.21,4.72,,,,,,,,,
September,4.64,3.47,4.50,,,,,,,,,
October,1.15,3.86,3.01,,,,,,,,,
November,9.01,1.93,6.22,,,,,,,,,
December,7.50,4.79,2.56,,,,,,,,,
Total,47.89,37.14,35.49,,,,,,,,,
Calc annual,47.89,37.14,35.49,13.85,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
