"SWITHLAND RESERVOIR",,,,,,,,,,,,
Grid ref,SK556148,Long,-1.178134,Lat,52.727994,,,,,,,
Station no,2509,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.13,2.71,0.88,1.36,2.25,4.28,2.09,3.39,3.07,5.90,,
February,3.20,0.77,1.48,2.93,2.37,0.82,3.00,3.82,0.07,1.89,,
March,3.55,2.95,1.61,2.24,3.25,1.29,2.49,1.71,1.95,1.53,,
April,2.19,1.71,2.45,0.26,1.18,1.31,0.29,0.88,2.80,1.09,,
May,3.77,2.38,1.88,2.79,4.51,0.84,1.52,2.12,0.38,1.25,,
June,1.31,2.78,3.07,2.61,3.70,3.13,1.43,3.59,0.85,2.39,,
July,1.08,0.38,2.39,2.27,3.19,2.70,2.85,5.05,1.10,3.02,,
August,5.45,2.81,2.71,5.04,0.41,5.29,2.85,2.02,1.59,3.95,,
September,1.29,1.77,1.48,2.30,1.44,1.86,5.93,2.58,0.06,4.43,,
October,0.94,2.86,2.61,3.78,1.89,1.54,1.42,2.41,2.09,4.39,,
November,4.85,2.05,1.60,5.51,1.55,0.91,2.03,1.44,2.71,3.36,,
December,2.23,3.45,0.83,3.04,1.82,2.83,2.08,2.99,3.92,3.90,,
Total,32.99,26.62,22.99,34.13,27.56,26.80,27.98,32.00,20.59,37.10,,
Calc annual,32.99,26.62,22.99,34.13,27.56,26.80,27.98,32.00,20.59,37.10,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
