"PADIHAM (ALTHAM SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SD776331,Long,-2.341519,Lat,53.793724,,,,,,,
Station no,2969,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.76,,,4.53,3.25,,3.53,4.49,2.83,5.42,,
February,4.29,,,4.30,2.06,,2.98,6.90,0.48,3.21,,
March,4.90,,1.85,2.98,2.45,,3.11,1.67,1.54,0.92,,
April,2.62,,2.52,1.00,3.22,,0.49,1.25,3.01,2.79,,
May,,,2.11,3.51,3.28,,1.74,5.01,2.70,1.62,,
June,,,2.59,2.43,3.04,,1.90,4.44,3.93,1.04,,
July,,,4.92,5.73,1.04,,5.21,3.83,3.53,8.11,,
August,,,4.92,7.18,0.82,,5.94,4.27,0.49,5.60,,
September,,,4.21,5.70,3.76,,6.17,4.18,0.32,3.22,,
October,,,2.28,7.74,3.39,,6.19,4.12,5.71,3.33,,
November,,,5.55,6.73,2.39,,1.91,1.83,4.98,8.27,,
December,,,2.31,6.55,4.77,,6.16,4.04,7.96,5.31,,
Total,,,,58.38,33.47,,45.33,46.03,37.48,48.84,,
Calc annual,16.57,0.00,33.26,58.38,33.47,0.00,45.33,46.03,37.48,48.84,,
Difference,NaN,NaN,NaN,0.00,0.00,NaN,0.00,0.00,0.00,0.00,,
