"NEW BARNET (GLOUCESTER ROAD)",,,,,,,,,,,,
Grid ref,TQ260957,Long,-0.180328,Lat,51.645989,,,,,,,
Station no,890/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.58,2.37,,,,,,,,,,
February,5.18,0.93,,,,,,,,,,
March,3.24,3.37,,,,,,,,,,
April,3.10,1.75,,,,,,,,,,
May,2.53,1.65,,,,,,,,,,
June,1.17,1.38,,,,,,,,,,
July,0.93,0.62,,,,,,,,,,
August,3.17,,,,,,,,,,,
September,3.74,,,,,,,,,,,
October,1.07,,,,,,,,,,,
November,5.02,,,,,,,,,,,
December,2.12,,,,,,,,,,,
Total,33.85,,,,,,,,,,,
Calc annual,33.85,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
