"GLEN TARSAN",,,,,,,,,,,,
Grid ref,NS070833,Long,-5.096891,Lat,56.003684,,,,,,,
Station no,5432/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.27,9.28,6.30,8.71,5.76,6.32,9.76,10.72,3.09,,,
February,5.09,3.92,4.89,7.97,4.87,2.33,5.50,5.45,3.10,,,
March,6.17,7.69,2.21,6.26,4.27,4.29,8.31,1.64,7.32,,,
April,5.18,3.54,3.75,3.36,6.56,2.84,3.12,3.63,7.53,,,
May,2.92,2.18,4.28,5.29,5.37,4.66,2.91,6.07,2.21,,,
June,3.01,5.01,2.15,7.28,4.35,4.98,3.98,4.19,4.64,,,
July,6.33,5.41,9.04,5.60,2.04,8.03,8.28,5.39,9.68,,,
August,7.44,6.99,7.74,7.81,1.91,8.38,6.67,7.96,2.81,,,
September,6.72,5.68,11.92,12.50,8.47,6.56,5.83,6.73,-999.00,,,
October,3.27,10.47,6.99,13.15,7.11,5.61,10.15,8.39,-999.00,,,
November,12.26,2.90,14.82,14.27,5.35,5.47,3.53,3.56,-999.00,,,
December,14.16,9.08,9.02,13.57,12.24,13.84,9.92,10.24,-999.00,,,
Total,81.82,72.15,83.11,105.77,68.30,73.31,77.96,73.97,-999.00,,,
Calc annual,81.82,72.15,83.11,105.77,68.30,73.31,77.96,73.97,40.38,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-1039.38,NaN,,
