"KETTERING WW (CLOVER HILL)",,,,,,,,,,,,
Grid ref,SP869799,Long,-0.723895,Lat,52.410211,,,,,,,
Station no,1127,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.17,1.76,1.00,0.90,1.87,3.49,1.28,2.33,3.64,3.64,,
February,3.20,0.59,2.08,2.11,1.76,0.49,2.14,2.96,0.07,1.61,,
March,3.26,2.35,0.85,2.49,2.13,0.71,1.79,1.54,2.11,1.93,,
April,2.67,1.84,1.97,0.23,0.64,1.06,0.30,0.69,2.15,0.54,,
May,3.57,2.20,1.35,2.65,3.85,0.62,1.36,2.68,0.37,1.15,,
June,1.01,0.98,2.19,1.89,2.37,2.76,1.67,4.60,0.56,2.50,,
July,0.45,0.37,2.13,2.22,0.15,3.23,2.42,3.52,2.01,2.97,,
August,3.87,3.97,2.43,4.40,0.76,4.05,2.37,2.30,1.03,2.83,,
September,1.71,2.06,1.39,2.23,1.13,1.91,5.34,1.49,0.11,3.32,,
October,0.89,2.52,2.07,2.35,2.13,1.17,1.10,2.28,1.44,5.17,,
November,5.05,2.50,1.67,4.52,1.22,0.69,1.65,1.72,2.07,3.04,,
December,1.94,2.38,0.59,2.50,1.72,2.63,2.30,2.33,4.17,2.92,,
Total,29.79,23.52,19.72,28.49,19.73,22.81,23.72,28.44,19.73,31.62,,
Calc annual,29.79,23.52,19.72,28.49,19.73,22.81,23.72,28.44,19.73,31.62,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
