"NOTTINGHAM (SNEINTON P.S.) (+A)",,,,,,,,,,,,
Grid ref,SK592393,Long,-1.120396,Lat,52.947827,,,,,,,
Station no,2603,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.20,1.85,0.84,1.39,2.18,3.24,1.28,2.64,2.90,4.56,,
February,2.87,0.48,1.50,1.92,1.59,0.67,2.00,3.31,0.14,1.93,,
March,2.91,2.40,1.11,1.81,2.29,0.70,2.10,1.34,1.34,1.49,,
April,1.56,1.90,1.81,0.29,1.07,1.62,0.19,0.72,2.40,0.90,,
May,2.71,3.12,1.98,2.80,3.75,0.56,1.24,1.82,0.51,1.00,,
June,1.28,2.47,3.60,3.22,3.48,3.11,1.61,4.33,1.38,1.75,,
July,0.80,0.35,1.95,1.66,1.35,2.76,2.60,3.92,1.44,3.32,,
August,5.62,1.91,1.82,4.34,0.35,5.46,3.12,1.79,0.57,3.93,,
September,1.06,1.37,1.37,2.01,0.60,1.82,5.48,2.14,0.33,3.89,,
October,0.85,2.59,2.33,2.74,1.38,1.23,1.19,2.11,1.90,4.54,,
November,4.79,1.64,1.38,4.06,1.29,0.53,1.89,1.24,1.92,2.68,,
December,1.58,2.34,0.76,1.97,1.67,2.03,1.63,3.01,2.73,3.24,,
Total,28.23,22.42,20.45,28.21,21.00,23.73,24.33,28.37,17.56,33.23,,
Calc annual,28.23,22.42,20.45,28.21,21.00,23.73,24.33,28.37,17.56,33.23,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
