"SOLIHULL (STATION ROAD)",,,,,,,,,,,,
Grid ref,SP148797,Long,-1.783829,Lat,52.415100,,,,,,,
Station no,2471/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.21,2.66,0.55,0.92,2.45,4.00,1.23,2.50,3.40,5.80,,
February,2.89,0.54,1.14,2.94,2.20,0.54,2.96,3.87,0.06,2.24,,
March,4.52,2.41,1.76,2.82,3.20,0.97,2.51,1.64,2.22,1.27,,
April,2.78,2.53,2.02,0.57,1.10,0.97,0.23,0.82,3.68,1.35,,
May,3.71,2.59,1.79,2.24,4.52,0.80,1.52,2.58,0.98,1.19,,
June,1.32,1.74,1.99,2.58,2.85,2.16,0.85,4.90,0.69,2.42,,
July,0.63,0.70,3.17,2.70,0.94,2.33,4.48,4.69,1.44,3.55,,
August,4.83,3.41,2.58,4.31,0.46,4.82,3.70,3.77,1.22,3.90,,
September,2.43,1.64,2.04,1.61,1.74,2.50,4.78,4.15,0.09,4.93,,
October,0.56,4.23,2.48,3.80,1.49,1.90,1.29,2.68,3.22,5.22,,
November,6.96,1.67,1.63,5.91,2.77,0.54,2.17,1.67,4.32,3.57,,
December,2.37,2.44,1.02,2.18,2.37,3.66,2.10,2.88,5.15,3.12,,
Total,36.21,26.56,22.17,32.58,26.09,25.19,27.82,36.15,26.47,38.56,,
Calc annual,36.21,26.56,22.17,32.58,26.09,25.19,27.82,36.15,26.47,38.56,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
