"LEA BRIDGE (WATERWORKS)",,,,,,,,,,,,
Grid ref,TQ359867,Long,-0.040816,Lat,51.562812,,,,,,,
Station no,1228,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.46,1.66,1.13,1.13,2.58,3.33,1.45,2.18,1.96,1.57,,
February,5.28,0.82,1.44,2.30,1.55,0.27,3.08,2.41,0.04,2.01,,
March,3.15,2.29,0.40,2.25,0.96,0.88,1.05,1.12,1.96,1.60,,
April,2.59,1.15,2.28,0.35,0.33,1.10,0.17,1.61,1.36,0.42,,
May,1.88,0.87,1.12,1.70,4.28,0.64,1.20,2.29,0.75,1.86,,
June,1.04,1.92,1.51,3.47,2.31,2.19,0.76,5.38,0.76,1.82,,
July,1.61,0.60,4.15,2.69,0.53,4.96,3.66,1.93,1.47,2.76,,
August,4.02,2.30,1.62,2.75,1.23,4.80,1.54,3.23,2.97,2.75,,
September,3.15,3.02,1.91,1.67,1.78,2.66,2.28,3.99,0.04,4.49,,
October,0.86,2.53,3.11,2.55,2.87,2.31,1.99,2.34,1.57,5.09,,
November,4.57,3.67,0.83,3.30,0.53,0.40,2.04,1.80,2.58,3.71,,
December,1.89,2.36,0.61,1.55,1.69,2.60,1.59,2.94,2.90,2.13,,
Total,32.50,23.19,20.11,25.71,20.64,26.14,20.81,31.22,18.86,30.21,,
Calc annual,32.50,23.19,20.11,25.71,20.64,26.14,20.81,31.22,18.36,30.21,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.50,0.00,,
