"LANGSETT MOOR (MICKELDEN)",,,,,,,,,,,,
Grid ref,SK195989,Long,-1.707597,Lat,53.486457,,,,,,,
Station no,3152/1/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,4.78,8.14,,
February,,,,,,,,,0.36,3.57,,
March,,,,,,,,,2.30,2.72,,
April,,,,,,,,,5.30,2.58,,
May,,,,,,,,,1.26,2.13,,
June,,,,,,,,,2.20,1.73,,
July,,,,,,,,,2.93,5.41,,
August,,,,,,,,,0.81,3.78,,
September,,,,,,,,,0.10,4.78,,
October,,,,,,,,,3.54,9.09,,
November,,,,,,,,,6.06,6.83,,
December,,,,,,,,,8.86,6.28,,
Total,,,,,,,,,38.50,57.04,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.50,57.04,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,,
