"FINCASTLE HOUSE",,,,,,,,,,,,
Grid ref,NN868623,Long,-3.852171,Lat,56.738560,,,,,,,
Station no,5563,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.75,3.35,0.87,3.71,1.92,2.80,4.77,2.51,2.26,2.72,,
February,2.97,1.11,1.04,3.09,2.19,1.87,3.56,2.21,0.74,3.82,,
March,1.91,2.35,1.03,2.32,0.62,2.93,3.47,1.24,2.83,1.96,,
April,2.54,1.43,1.48,0.96,1.23,0.81,0.89,0.82,3.24,3.83,,
May,1.88,3.29,3.12,5.56,2.28,1.80,1.92,3.29,1.02,2.42,,
June,1.79,2.20,2.91,2.10,1.50,2.87,1.37,2.84,2.15,2.25,,
July,2.30,1.97,2.93,2.57,0.40,4.26,4.19,4.06,4.41,2.64,,
August,6.24,3.34,2.35,3.12,1.17,5.88,3.47,5.37,1.55,2.66,,
September,2.77,1.12,4.22,3.40,2.16,5.78,1.91,4.66,1.14,2.72,,
October,1.35,4.34,2.87,6.11,2.78,2.48,1.96,2.92,5.15,3.79,,
November,8.13,1.97,3.48,7.43,2.15,1.30,0.67,1.10,4.93,4.02,,
December,4.80,2.23,5.13,6.12,6.35,5.42,3.90,4.29,6.61,3.27,,
Total,39.43,28.70,31.43,46.49,24.75,38.20,32.08,35.31,36.03,36.10,,
Calc annual,39.43,28.70,31.43,46.49,24.75,38.20,32.08,35.31,36.03,36.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
