"OSMOTHERLEY (COD BECK RESERVOIR)",,,,,,,,,,,,
Grid ref,SE463983,Long,-1.288710,Lat,54.378103,,,,,,,
Station no,3442/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.86,100.00,1.36,3.01,1.64,2.63,2.61,4.33,,
February,,,2.36,100.00,1.98,2.38,2.66,2.66,0.66,2.73,,
March,,1.89,0.24,1.43,2.51,0.52,1.26,2.31,1.32,0.98,,
April,,1.79,2.39,0.56,1.19,0.94,0.25,1.00,2.04,1.32,,
May,,1.72,1.76,3.44,2.10,0.28,2.10,3.48,0.87,0.97,,
June,,1.76,3.29,2.94,2.61,3.82,3.55,3.01,2.78,0.49,,
July,,1.46,3.07,1.74,1.26,3.69,4.59,2.75,1.66,5.21,,
August,,2.76,3.75,7.13,0.87,8.07,5.17,3.61,0.42,3.28,,
September,,5.86,1.55,1.42,1.46,1.86,3.11,2.79,0.88,2.65,,
October,,4.21,,3.69,1.94,1.52,1.89,1.82,1.67,5.76,,
November,,2.86,,4.83,2.61,1.35,2.18,0.87,4.14,3.52,,
December,,1.93,,2.39,2.75,2.51,2.38,2.98,4.46,3.17,,
Total,,,,,22.64,29.95,30.78,29.91,23.51,34.41,,
Calc annual,0.00,26.24,19.27,229.57,22.64,29.95,30.78,29.91,23.51,34.41,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,,
