"WANDSWORTH, PUTNEY HEATH RESERVOIR",,,,,,,,,,,,
Grid ref,TQ234737,Long,-0.225595,Lat,51.448850,,,,,,,
Station no,886,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.29,1.87,1.01,1.13,2.14,3.56,1.34,1.93,2.10,1.59,,
February,5.33,0.86,1.16,2.19,1.41,0.42,3.01,2.23,0.04,1.53,,
March,3.17,3.12,0.54,2.10,1.00,0.94,0.91,1.16,1.88,1.93,,
April,2.50,1.40,2.20,0.37,0.33,1.19,0.31,1.28,1.91,0.67,,
May,2.16,2.31,1.22,2.45,4.16,0.23,1.32,2.24,0.57,1.92,,
June,1.32,1.83,1.77,4.03,2.19,2.38,1.09,4.61,0.68,1.17,,
July,1.13,0.61,3.71,2.66,0.50,3.83,2.72,2.36,0.99,3.53,,
August,2.87,2.56,1.42,3.70,0.77,3.31,4.52,3.38,1.12,3.04,,
September,2.89,3.14,2.20,2.26,1.95,2.14,2.68,4.17,0.03,3.71,,
October,0.91,2.85,3.07,2.36,2.69,1.76,1.88,2.39,2.06,4.91,,
November,5.42,3.16,0.94,3.72,0.61,0.46,2.32,1.86,2.74,3.32,,
December,2.15,2.54,0.56,1.75,1.91,2.43,1.81,2.79,3.22,1.98,,
Total,33.14,26.25,19.80,28.72,19.66,22.65,23.91,30.40,17.34,29.30,,
Calc annual,33.14,26.25,19.80,28.72,19.66,22.65,23.91,30.40,17.34,29.30,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
